,smiles,LogP,model
368,Nc1c(S(=O)(=O)c2ccc(Cl)cc2)c(-c2ccccc2)c(-c2ccccc2)cc1-c1ccc(F)cc1,0.78951,post
369,Fc1ccc(-c2cc(Cl)ccc2-c2c(Cl)cc(C(F)(F)C(F)(F)F)cc2C(F)(F)F)cc1-c1cc(-c2ccc(Cl)cc2)c(-c2ccc(Cl)cc2)c(-c2ccc(Cl)cc2Cl)c1-c1cc(-c2ccc(Cl)cc2)c(-c2cccc,0.0,post
370,Fc1cc(Cl)cc(Cc2cc(-c3ccccc3)c(Cl)cc2CCSc2ccc(F)cc2)c1Cl,0.95176,post
371,CC(C)(C)c1csc(-c2ccc(Cl)cc2)c1-c1ccc(-c2ccc(Cl)cc2)c(-c2ccc(Cl)cc2Cl)c1-c1cc(-c2ccc(Cl)cc2)c(-c2ccc(Cl)cc2)c(Cl)c1-c1ccc(Cl)cc1,2.16088,post
372,Cc1cc(Cl)ccc1-c1ccc(-c2csc(-c3ccccc3Cl)c2-c2ccc(Cl)cc2)s1,1.074622,post
373,Cc1ccc(-c2cc(-c3ccc(Cl)cc3)c(-c3ccc(Cl)cc3)cc2-c2cc(Cl)cc(C(F)(F)F)c2)cc1-c1cc(C(F)(F)F)ccc1-c1ccc(-c2ccc(Cl)cc2)c(-c2ccc(Cl)cc2Cl)c1-c1ccc(Br)cc1,2.371852,post
374,COc1cc(-c2cc(-c3ccc(Cl)cc3)c(Cl)cc2Cl)ccc1-c1ccc(-c2ccc(Cl)cc2)c(-c2ccc(Cl)cc2)c1-c1cc(C(F)(F)F)ccc1-c1ccc(Cl)cc1,1.83034,post
375,CC(=Cc1ccc(Cl)cc1)c1cc(Cl)ccc1-c1cc(-c2ccc(Cl)cc2)c(-c2ccccc2)c(-c2ccccc2Cl)c1-c1ccc(Br)cc1,1.59582,post
376,COc1cc(-c2cc(-c3ccc(Cl)cc3)c(-c3ccc(Cl)cc3)c(-c3ccc(Cl)cc3)c2-c2ccccc2)c(Cl)cc1-c1ccc(Cl)cc1,1.49642,post
377,COc1ccc(-c2cc(-c3ccccc3)c(-c3ccc(Cl)cc3)c(Cl)c2OCc2ccc(Cl)cc2)cc1-c1cc(-c2ccc(Cl)cc2)c(-c2ccc(Cl)cc2)c(-c2ccccc2Cl)c1-c1ccc(Cl)cc1,2.1184,post
378,CC(C)(C)c1cc(-c2ccc(Cl)cc2)c(-c2ccc(Cl)cc2)c(-c2ccc(Cl)cc2)c1-c1ccc(Cl)cc1,1.22657,post
379,COc1cc(NC(Cc2ccc(Cl)cc2)c2cc(Cl)cc(Br)c2)c(-c2ccc(Cl)cc2Cl)cc1-c1cc(-c2ccc(Cl)cc2)c(-c2ccccc2)cc1-c1ccc(Cl)cc1,1.8109,post
380,Cc1cc(C(F)(F)F)cc(-c2cc(-c3ccc(Cl)cc3)c(-c3cccc(Cl)c3)cc2-c2cc(Cl)cc(F)c2)c1-c1ccc(-c2ccc(Cl)cc2)c(-c2cc(Cl)ccc2S(C)(=O)=O)c1F,1.763152,post
381,COc1cc(-c2cc(-c3ccc(Cl)cc3)cc(-c3ccc(-c4ccccc4)cc3)c2-c2ccc(Cl)cc2)c(-c2ccc(Cl)cc2)c(Cl)c1-c1ccc(Cl)cc1Cl,1.72846,post
382,CSc1ccc(-c2cc(Cl)c(Oc3c(Cl)cccc3Cl)c3c(Cl)cc(-c4ccc(Cl)cc4)cc3)c2F)c(-c2ccc(Cl)cc2Cl)c1-c1ccc(Cl)cc1,0.0,post
383,Fc1ccc(-n2c(-c3ccc(Cl)cc3)cc(Cc3ccc(Cl)cc3)cc2=S)cc1-c1ccc(Cl)cc1,1.023089,post
384,COc1cccc(-c2cc(-c3ccc(Cl)cc3)c(-c3ccc(Cl)cc3)c(-c3ccc(Cl)cc3)c2-c2ccc(Cl)cc2)c1-c1ccc(Cl)cc1,1.49642,post
385,Cc1cc(-c2ccc(C(F)(F)F)cc2)c(-c2ccc(Cl)cc2)c(-c2cc(Cl)cc(Oc3ccc(-c4ccc(Cl)cc4)cc3)c2-c2ccc(Cl)cc2)c1-c1ccc(Cl)cc1,1.807512,post
386,Oc1ccc(-c2cc(-c3ccc(Cl)cc3)c(-c3ccccc3)c(-c3ccc(Cl)cc3)c2-c2cc(Cl)cc(Cl)c2)c(-c2ccc(Cl)cc2Cl)c1-c1ccc(Cl)cc1,1.7635,post
387,COC(=O)c1c(-c2ccc(Cl)cc2)cc(-c2ccc(Cl)cc2)cc1-c1ccc(-c2ccc(Cl)cc2)c(-c2ccc(Cl)cc2)c1-c1ccc(Cl)cc1Cl,1.53956,post
388,Cc1ccc(-c2cc(Cl)ccc2Oc2ccc(Cl)cc2)c(-c2ccc(Cl)cc2Cl)c1-c1cc(-c2ccc(Cl)cc2)c(-c2ccc(Cl)cc2)cc1-c1ccc(Cl)cc1Cl,1.901652,post
389,CC(C)(C)c1cc(-c2ccc(Cl)cc2)c(-c2cc(Cl)cc(Cl)c2)c(-c2cc(Cl)cc(Cl)c2)c1-c1ccc(-c2ccc(Cl)cc2)c(-c2ccc(Cl)cc2Cl)c1-c1ccc(-c2ccc(Cl)cc2)c(-c2ccc(Cl)cc2)c1-,0.0,post
390,COc1ccccc1-c1cc(-c2ccc(Cl)cc2)c(-c2ccc(Cl)cc2)c(-c2ccc(F)cc2)c1-c1cc(C(F)(F)F)ccc1-c1ccc(Cl)cc1,1.48153,post
391,CC(C)(C)c1cc(-c2cc(Cl)cc(Cl)c2)c(-c2ccc(Cl)cc2)c(-c2ccc(Cl)cc2Cl)c1-c1cc(-c2ccccc2)c(-c2ccc(Cl)cc2)c(-c2ccc(Cl)cc2)c1-c1ccc(Cl)cc1,2.15473,post
392,Oc1c(Br)cc(OCc2ccc(-c3ccc(Cl)cc3)cc2)c(-c2ccc(Cl)cc2Cl)c1-c1ccc(Cl)cc1,1.13483,post
393,Oc1ccc(Cl)cc1C(c1ccc(Cl)cc1)c1nc(-c2ccccc2)ccc1-c1cc(-c2ccc(Cl)cc2)c(-c2ccc(Cl)cc2)c(-c2ccc(Cl)cc2Cl)c1-c1ccc(Cl)cc1Cl,1.91966,post
394,CC(C)(C)c1ccc(Cl)cc1-c1cc(-c2ccc(Cl)cc2)c(-c2ccc(Cl)cc2)c(-c2ccc(Cl)cc2Cl)c1-c1ccc(-c2ccc(Cl)cc2)c(-c2ccc(Cl)cc2)c1-c1ccc(F)cc1,2.1033,post
395,CC(C)(C)c1cc(-c2cc(Cl)ccc2)c(-c2ccc(Cl)cc2)cc1-c1cc(-c2ccc(C(F)(F)F)cc2)c(-c2ccc(Cl)cc2)cc1-c1cc(-c2ccc(F)cc2)ccc1-c1ccc(Cl)cc1,2.00916,post
396,Cc1ccc(-c2cc(-c3ccc(Cl)cc3)c(Cl)cc2C(F)(F)F)cc1-c1cc(-c2ccc(Cl)cc2)c(-c2ccc(Cl)cc2)c(-c2ccc(Cl)cc2Cl)c1-c1ccc(CC(Cc2ccc(Cl)cc2)c2ccc(Cl)cc2)cc1-c1cc,0.0,post
397,CC(=O)c1cc(C(F)(F)F)cc(-c2cc(Cl)ccc2C(F)(F)C(F)(F)F)c1-c1cc(-c2ccc(Cl)cc2)c(-c2ccccc2)cc1-c1ccc(F)cc1,1.4343,post
398,CCC(CC)(COc1ccc(Oc2cc(Cl)cc(Cl)c2)cc1-c1ccc(F)cc1)c1ccc(Cl)cc1,1.0382,post
399,NC(Cc1ccc(Cl)cc1)c1cc(-c2ccccc2)c(-c2ccc(Cl)cc2)c(-c2ccc(Cl)cc2)c1-c1ccc(Cl)cc1,1.22107,post
400,COc1ccc(-c2cc(-c3ccc(Cl)cc3)c(-c3ccccc3)cc2-c2cc(Cl)ccc2)c(-c2ccc(Cl)cc2Cl)c1-c1ccc(Oc2ccc(Cl)cc2)cc1,1.67565,post
401,NC(=O)c1ccccc1-c1cc(-c2ccc(Cl)cc2)c(-c2ccc(Cl)cc2)c(-c2ccc(Cl)cc2Cl)c1-c1cc(-c2ccccc2)c(-c2ccc(Cl)cc2)c(-c2ccc(Cl)cc2)c1Br,1.88044,post
402,Brc1cc(-c2ccc(Cl)cc2)c(-c2cc(Cl)ccc2C(F)(F)F)cc1-c1ccc(Cl)cc1,1.04291,post
403,CC(C)(C)c1cc(-c2ccc(Cl)cc2)c(-c2ccc(Cl)cc2)c(-c2ccc(Cl)cc2Cl)c1-c1cc(C(F)(F)F)ccc1-c1ccc(C(F)(F)F)cc1,1.59703,post
404,Cc1cc(C(F)(F)F)cc(-c2cc(-c3ccccc3)c(-c3ccc(Cl)cc3)cc2-c2c(C(F)(F)F)cc(Cl)cc2Cl)c1-c1ccc(Cl)cc1Cl,1.563462,post
405,COc1ccc(Oc2cc(C(F)(F)F)ccc2C(CCc2ccc(Cl)cc2)c2cc(Cl)cc(Cl)c2)c(-c2ccc(Cl)cc2Cl)c1-c1c(C)cc(C(F)(F)F)cc1Cl,1.685262,post
406,COc1cc(-c2cc(Cl)ccc2)c(-c2cccc(Cl)c2)c(-c2ccc(Cl)cc2S(C)(=O)=O)c1-c1cc(-c2ccc(Cl)cc2)cc(-c2ccc(Cl)cc2)c1-c1cc(F)ccc1Cl,1.68272,post
407,CCC(Cc1ccc(Cl)cc1)[n+]([O-])c1ccc(Cl)cc1,0.0,post
408,Cc1cc(-c2ccc(Cl)cc2)ccc1-c1ccc(Oc2ccc(C(F)(F)F)cc2)cc1-c1cc(-c2ccc(Cl)cc2)c(-c2ccc(Cl)cc2)c(-c2ccc(Cl)cc2)c1-c1ccc(-c2ccccc2)cc1,2.075572,post
409,COc1cc(-c2cc(-c3ccc(Cl)cc3)cc(-c3ccc(Cl)cc3)c2-c2ccc(Cl)cc2)ccc1-c1ccc(-c2ccc(F)cc2)c(F)c1,1.39356,post
410,Oc1cc(Cl)c(-c2ccc(Cl)cc2)c(-c2cc(Cl)cc(-c3ccccc3Cl)c2)c1-c1cc(-c2ccc(Cl)cc2)cc(-c2ccc(Cl)cc2)c1-c1ccc(Cl)cc1,1.7635,post
411,O=C(c1ccc(F)cc1)c1nc(-c2ccccc2)ccc1-c1cc(-c2ccc(F)cc2)c(-c2ccc(Cl)cc2)c(-c2ccc(Cl)cc2)c1-c1ccc(Cl)cc1,1.4553,post
412,CC(C)c1ccc(Nc2c(C(Cc3ccccc3)c3ccc(Cl)cc3Cl)c(Cl)cc(Cl)c2[N+](=O)[O-])cc1-c1cc(Cl)cc(Cl)c1,1.34238,post
413,Cc1cc(-c2ccc(F)cc2)c(-c2cc(Cl)ccc2Cl)c(-c2ccc(Cl)cc2)c1-c1cc(-c2ccccc2)c(-c2ccc(Cl)cc2)c(-c2ccc(Cl)cc2Cl)c1-c1ccc(Oc2ccc(Cl)cc2)c(-c2ccc(Cl)cc2Cl)c1-,0.0,post
414,OCc1cc(-c2ccc(Cl)cc2)c(-c2ccc(Cl)cc2)c(-c2ccc(Cl)cc2Cl)c1-c1cc(-c2ccc(Cl)cc2)c(-c2ccc(Cl)cc2)c(-c2ccc(Cl)cc2)c1-c1cc(Cl)cc(F)c1,1.98812,post
415,CC(C)(C)c1cc(-c2ccc(C(F)(F)F)cc2)c(-c2ccc(Cl)cc2)c(-c2ccc(Cl)cc2)c1-c1cc(-c2ccc(Cl)cc2)c(-c2ccc(Cl)cc2)c(-c2ccc(Cl)cc2)c1-c1ccc(Cl)cc1,2.12593,post
416,CC(C)(C)c1cc(-c2ccc(Cl)cc2)c(-c2cccc(Cl)c2)c(-c2ccc(Cl)cc2)c1-c1ccc(-c2ccc(COCCl)cc2)c(-c2ccc(Cl)cc2)c1-c1cc(-c2ccccc2)c(-c2ccc(Cl)cc2)c(-c2ccc(Br),0.0,post
417,CC(C)C(Cc1ccc(Cl)cc1)(c1ccc(Cl)cc1Cl)c1c(Cl)cc(Cl)cc1C(Cc1ccc(Cl)cc1Cl)c1ccc(Cl)cc1,1.44732,post
418,Fc1ccc(-c2ccc(Oc3ccc(Cl)cc3)c(-c3ccc(Cl)cc3)c2-c2cc(Cl)ccc2Cl)cc1-c1ccc(Cl)cc1,1.3553,post
419,Cc1ccc(-c2cc(Cl)cc(Cl)c2)c(-c2ccc(Cl)cc2F)c1-c1cc(-c2ccc(F)cc2)c(-c2ccc(Cl)cc2)cc1-c1cc(-c2ccc(Cl)cc2)c(-c2ccc(Cl)cc2)c(Cl)c1-c1ccccc1-c1ccc(Cl)cc1,2.417042,post
420,COc1cc(-c2ccc(F)cc2)c(-c2ccc(Cl)cc2)c(-c2cc(Cl)ccc2CCc2ccc(Cl)cc2)c1-c1cc(-c2ccc(Br)cc2)c(-c2ccc(Cl)cc2)c(-c2ccc(Cl)cc2Cl)c1-c1ccc(Cl)cc1,2.22918,post
421,Cc1cc(C(F)(F)F)c(-c2ccc(Cc3ccc(Cl)cc3)c(Cl)c2)c(-c2ccc(Cl)cc2Cl)c1-c1cc(-c2ccccc2)c(-c2ccc(Cl)cc2)cc1-c1ccc(Cl)cc1Cl,1.918042,post
422,Clc1cc(-c2cc(-c3ccccc3)c(Cl)cc2Cl)sc1-c1cc(-c2ccc(Br)cc2)c(-c2ccc(Cl)cc2)cc1-c1ccc(F)cc1,1.52653,post
423,Cc1cc(C(F)(F)F)c(-c2cc(Cl)cc(Br)c2)c(-c2ccc(Cl)cc2Cl)c1-c1cc(-c2ccc(Cl)cc2)c(-c2ccc(Cl)cc2)c(-c2ccc(Cl)cc2Cl)c1-c1ccc(Cl)cc1,2.067252,post
424,COc1ccc(-c2cc(-c3ccc(Cl)cc3)cc(-c3ccc(Cl)cc3)c2-c2ccc(Cl)cc2)c(-c2ccccc2Cl)c1-c1ccc(Oc2ccc(Cl)cc2)cc1-c1ccc(Cl)cc1,1.90769,post
425,COc1ccc(-c2cc(-c3ccccc3)c(-c3ccc(Cl)cc3)c(-c3ccc(Cl)cc3)c2-c2cc(Cl)cc(-c3ccc(Cl)cc3)c2)cc1-c1cc(-c2ccc(Cl)cc2)c(-c2ccc(Cl)cc2)cc1-c1ccc(Cl)cc1Cl,2.35924,post
426,Cc1cc(-c2ccc(F)cc2)c(-c2ccc(Cl)cc2)c(-c2ccccc2)c1-c1cc(-c2ccc(Cl)cc2)c(-c2ccc(Cl)cc2)c(-c2ccc(Cl)cc2Cl)c1-c1ccc(-c2ccc(Cl)cc2)c(-c2ccc(Cl)cc2)c1-c1,0.0,post
427,CC(C)(C)c1cc(-c2ccc(Cl)cc2)c(-c2cc(Cl)cc(Cl)c2)c(-c2ccc(Cl)cc2Cl)c1-c1cc(-c2ccc(Br)cc2)c(-c2ccc(Cl)cc2)cc1-c1cc(-c2ccc(Cl)cc2)c(-c2ccc(Cl)cc2)cc1-c1c,0.0,post
428,CC(C)(C)c1cc(-c2cc(Cl)cc(Cl)c2)c(-c2ccc(Cl)cc2)c(-c2ccc(Cl)cc2Cl)c1-c1cc(-c2ccc(Cl)cc2)c(-c2ccc(Cl)cc2)c(-c2ccc(Cl)cc2Cl)c1Cl,2.11871,post
429,Oc1ccc(-c2cc(-c3ccc(Cl)cc3)c(Cl)cc2C(F)(F)F)cc1-c1ccc(Cl)cc1,0.93722,post
430,Cc1cc(-c2ccc(-c3ccccc3)c(Cl)c2)c(-c2ccc(Cl)cc2)cc1-c1cc(-c2ccc(Cl)cc2)c(-c2ccc(Cl)cc2)cc1-c1cc(-c2ccccc2)c(-c2ccc(Cl)cc2)c(Cl)c1,2.091842,post
431,CC(C)c1cc(-c2ccc(Cl)cc2)c(-c2ccc(Cl)cc2)c(-c2ccc(Cl)cc2)c1-c1ccc(C(F)(F)F)cc1,1.2457,post
432,Cc1ccc(-c2cc(-c3ccc(Cl)c(Cl)c3)c(-c3ccc(Cl)cc3)c(-c3ccc(Cl)cc3Cl)c2-c2ccc(Cl)cc2)c(-c2ccc(Cl)cc2)c1-c1ccc(Cl)cc1,1.889122,post
433,CN(C)c1ccc(-c2cc(Cl)ccc2-c2cc(-c3ccc(Cl)cc3)c(Cl)cc2)c(-c2ccc(Cl)cc2)c1-c1ccc(Cl)cc1,1.33546,post
434,CC(C)C(COCc1ccc(Cl)cc1)=C(c1ccccc1Cl)N(Cc1ccc(Cl)cc1Cl)c1c(Cl)cc(Cl)cc1C(CCCc1ccc(Cl)cc1)c1ccc(F)cc1,1.6845,post
435,CC(C)(C)c1cc(-c2ccc(Cl)cc2)c(-c2ccc(Cl)cc2)c(-c2cc(Cl)cc(Cl)c2)c1-c1ccc(-c2ccc(Cl)cc2)c(-c2ccc(Cl)cc2Cl)c1-c1c(C(C)C)cc(C(F)(F)F)cc1Cl,2.20225,post
436,Oc1ccc(-c2cc(-c3ccc(Cl)cc3)c(-c3ccc(Cl)cc3)c(-c3ccc(Cl)cc3Cl)c2-c2cc(Cl)ccc2Cl)cc1-c1ccc(Cl)cc1,1.5968,post
437,CC(Cc1ccc(Oc2ccc(Cl)cc2)cc1-c1ccc(Cl)cc1)(C(=O)NCc1ccc(Cl)cc1)c1cc(Cl)cc(F)c1,1.07154,post
438,Oc1ccc(-c2cc(-c3ccc(Cl)cc3)cc(-c3ccc(Cl)cc3)c2-c2cc(Cl)cc(Cl)c2)c(-c2cc(Cl)ccc2Cl)c1-c1ccc(-c2ccc(Cl)cc2Cl)c(-c2ccc(Cl)cc2)c1-c1ccc(F)cc1,2.24149,post
439,COc1ccc(-c2cc(-c3ccc(Cl)cc3)c(-c3ccc(Cl)cc3)c(-c3ccc(Cl)cc3)c2-c2ccc(Cl)cc2)c(-c2ccccc2Cl)c1-c1ccc(F)cc1,1.67703,post
440,CS(=O)c1ccc(-c2ccc(CC(Cc3ccccc3)c3ccc(Cl)cc3)cc2-c2cc(Cl)ccc2)cc1-c1cc(-c2ccccc2)c(-c2ccc(Cl)cc2)c(-c2ccc(Cl)cc2)c1-c1ccc(F)cc1,1.94147,post
441,CC(C)c1ccc(-c2cc(Cl)ccc2Oc2ccc(Cl)cc2)c(Cl)c1-c1cc(-c2ccc(Cl)cc2)c(-c2ccc(Cl)cc2)c(-c2ccc(Cl)cc2Cl)c1-c1ccc(Cl)cc1,1.98315,post
442,CCC(c1ccc(OCc2ccc(F)cc2)cc1)c1c(-c2ccccc2)cccc1-c1cc(-c2ccccc2)c(-c2ccccc2)c(-c2cc(Cl)ccc2Cl)c1-c1ccc(F)cc1,1.73945,post
443,c1ccc(CCc2cc(-c3ccc(Cl)cc3)c(-c3ccccc3)cc2-c2ccc(Cl)cc2)c(-c2ccccc2Br)c1-c1ccc(Cl)cc1Cl,1.51829,post
444,COC(Cc1ccc(Cl)cc1)c1cc(-c2ccc(Cl)cc2)c(-c2ccc(Cl)cc2)c(-c2cc(Cl)cc(Cl)c2)c1-c1cc(-c2ccc(COCc3ccc(Cl)cc3)cc2)c(-c2ccco2)cc1-c1ccc(Cl)cc1,2.11694,post
445,COc1cc(Cl)c(-c2cc(-c3ccc(Cl)cc3)c(-c3cscc3)cc2-c2ccc(Cl)cc2)c(-c2ccc(Cl)cc2Cl)c1-c1ccc(F)cc1Cl,1.58182,post
446,Cc1cc(Cl)ccc1-c1cc(-c2ccc(Cl)cc2)c(-c2ccc(Cl)cc2)c(-c2ccc(Cl)cc2Cl)c1-c1cc(-c2ccc(F)cc2)ccc1-c1cc(Cl)cc(-c2ccc(C(F)(F)F)cc2)c1-c1ccc(Cl)cc1,2.272972,post
447,O=C(c1ccc(F)cc1)c1cc(-c2ccc(Cl)cc2)c(-c2ccccc2)c(-c2ccc(Cl)cc2Cl)c1-c1ccc(-c2ccc(Cl)cc2)c(-c2ccc(Cl)cc2Cl)c1-c1ccc(F)cc1,1.87852,post
448,CC(C)(C)c1cc(C=CC(F)(F)C(F)(F)F)c(-c2ccc(Cl)cc2)c(-c2ccc(Cl)cc2)c1-c1cc(-c2ccc(Cl)cc2)c(-c2ccc(Cl)cc2)c(-c2ccc(Cl)cc2Cl)c1-c1ccc(C(F)(F)F)cc1,2.18031,post
449,CN(C(=O)c1ccc(Oc2ccc(Cl)cc2)cc1-c1ccc(Cl)cc1)c1cc(Cl)ccc1-c1ccc(Oc2ccc(Cl)cc2)c(-c2ccc(Cl)cc2)c1-c1ccc(C(F)(F)F)cc1Cl,1.8155,post
450,COc1ccc(-c2cc(-c3ccccc3)cc(-c3ccc(Cl)cc3)c2-c2ccc(Cl)cc2)c(-c2ccccc2Cl)c1-c1cc(-c2ccc(Cl)cc2)ccc1-c1ccc(Cl)cc1,1.82982,post
451,Clc1ccc(CN(Cc2ccc(-c3ccccc3Cl)cc2)c2ccc(-c3ccccc3)cc2Cl)c(Cl)c1Br,1.16035,post
452,Cc1ccc(-c2ccc(F)cc2)c(-c2cc(Cl)cc(Cl)c2)c1-c1cc(-c2ccc(Cl)cc2)c(-c2ccc(F)cc2)c(-c2ccc(Cl)cc2Cl)c1-c1ccc(Cl)cc1,1.786262,post
453,COc1ccc(-c2cc(-c3ccc(Cl)cc3)c(-c3ccc(Cl)cc3)c(-c3ccc(Cl)cc3)c2-c2ccc(Oc3ccc(F)cc3)c(Cl)c2)c(Cl)cc1-c1ccccc1Cl,0.0,post
454,Cc1cc(C(Cc2ccc(Cl)cc2)c2c(Cl)cc(C(F)(F)Cl)cc2Cl)cc(-c2ccc(Cl)cc2)c1-c1ccc(Cl)cc1Cl,1.391212,post
455,CC(C)(C)c1cc(-c2ccc(Cl)cc2)c(-c2ccc(Cl)cc2)c(-c2cc(-c3ccc(Cl)cc3)cc(-c3ccccc3)c2-c2ccc(Cl)cc2)c1-c1ccc(Cl)cc1,1.79201,post
456,COc1cc(-c2cnc(Cl)cc2)c(-c2ccc(Cl)cc2)c(-c2ccc(Oc3ccc(Cl)cc3)cc2)c1-c1ccc(CC(CC(F)(F)F)CC(F)(F)F)cc1Cl,1.52276,post
457,Cc1ccc(Oc2cc(Cl)ccc2S(COc2ccc(Cl)cc2F)c2ccc(Cc3ccc(Cl)cc3Cl)cc2[N+](=O)[O-])cc1-c1ccc(C(F)(F)F)cc1,1.418052,post
458,CC(C)(C)c1cc(-c2ccccc2)c(-c2ccc(Cl)cc2Cl)c(-c2ccc(Cl)cc2Cl)c1-c1ccc(-c2ccc(F)cc2)c(-c2ccc(Cl)cc2)c1-c1cc(-c2ccc(Cl)cc2)c(-c2ccc(Cl)cc2)cc1-c1ccc(F),0.0,post
459,Cc1cc(-c2ccc(C(F)(F)F)cc2)c(-c2ccc(Cl)cc2)c(-c2cc(Cl)ccc2OCc2ccc(Cl)cc2)c1-c1ccc(Cl)cc1,1.387442,post
460,Cc1csc(-c2ccc(-c3ccc(Cl)cc3)c(Cl)c2Cl)c1-c1cc(-c2ccc(Cl)cc2)c(-c2ccc(Cl)cc2)c(-c2cccc(Cl)c2)c1-c1ccc(Cl)cc1,1.829932,post
461,O=C(c1ccc(Cl)cc1)c1c(-c2ccccc2)cc(-c2ccc(Cl)cc2)cc1-c1cc(-c2ccccc2)c(-c2cccs2)s1,1.26824,post
462,COc1cc(-c2cc(-c3ccc(C(F)(F)F)cc3)ccc2-c2cc(Cl)cc(OCc3ccc(Cl)cc3)c2)c(-c2ccc(Cl)cc2)cc1-c1cc(F)ccc1-c1ccc(Cl)cc1,1.70477,post
463,COC(=O)c1c(C)csc1-c1cc(-c2ccc(F)cc2)c(-c2ccc(Cl)cc2)c(-c2cc(Cl)cc(Cl)c2)c1-c1cc(C(F)(F)F)ccc1Cl,1.394962,post
464,COc1ccc(-c2cc(-c3ccc(Cl)cc3)c(-c3ccc(Cl)cc3)cc2-c2cc(Cl)ccc2OCc2ccc(Cl)cc2)c(-c2ccc(Cl)cc2Cl)c1-c1ccc(Cl)cc1,1.785,post
465,COc1ccc(-c2cc(-c3ccc(Cl)cc3)c(-c3ccccc3)c(-c3ccc(Cl)cc3)c2-c2ccc(Cl)cc2)c(-c2ccc(Cl)cc2)c1-c1ccc(C(Cc2ccccc2Cl)c2ccc(Cl)cc2)cc1-c1ccc(Cl)cc1Cl,2.3633,post
466,Oc1ccc(-c2cc(-c3ccc(Cl)cc3)c(-c3ccccc3)c(-c3ccc(Cl)cc3)c2-c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c(Cl)c1-c1ccc(Cl)cc1,1.60454,post
467,COc1cc(-c2ccc(C(F)(F)F)cc2F)ccc1-c1cc(-c2ccc(Cl)cc2)c(-c2ccc(Cl)cc2)c(-c2ccc(Cl)cc2Cl)c1-c1ccc(C(F)(F)F)cc1,1.64875,post
468,CC(C)(C)c1cc(Oc2ccc(-c3ccc(Cl)cc3)c(-c3ccc(Cl)cc3)c2-c2ccc(Cl)cc2)c(-c2ccc(Cl)cc2)c1-c1ccc(Cl)cc1,0.0,post
469,Cc1cc(Cl)ccc1-c1cc(Cl)ccc1-c1cc(-c2ccc(Cl)cc2)c(-c2ccc(Cl)cc2)c(-c2c(Cl)cccc2Cl)c1-c1ccc(Cl)cc1,1.657082,post
470,CCc1cc(Cl)c(-c2cc(Cl)cc(Cl)c2)c(-c2ccc(Cl)cc2)c1-c1cc(-c2ccc(Cl)cc2)c(-c2ccc(Cl)cc2)c(-c2ccc(Cl)cc2Cl)c1-c1ccc(Cl)cc1,1.97986,post
471,CC(C)(C)c1cc(-c2ccc(Cl)cc2)c(-c2cc(Cl)cc(OCc3ccc(F)cc3)cc2Br)c(-c2ccc(Cl)cc2Cl)c1-c1cc(-c2ccc(Cl)cc2)c(-c2ccc(Cl)cc2)c(-c2ccc(Cl)cc2)c1-c1cc(-c2ccc(,0.0,post
472,CC(Cc1ccc(Cl)cc1Cl)n1c(-c2ccc(Cl)cc2)c(-c2ccc(Cl)cc2)cc1-c1ccc(Cl)cc1,1.15598,post
473,OCc1cc(-c2ccc(Oc3ccc(Cl)cc3)c(Cl)c2)ccc1-c1cc(-c2ccc(Cl)cc2)c(-c2ccc(Cl)cc2)c(-c2ccc(Cl)cc2)c1-c1cc(Cl)cc(Cl)c1,1.7547,post
474,CC(C(F)(F)F)Nc1c(-c2ccc(Cl)cc2)cc(-c2ccc(Cl)cc2)cc1-c1ccc(-c2ccc(Cl)cc2Cl)cc1-c1ccc(Cl)cc1,1.46513,post
475,COc1ccc(-c2cc(Cl)ccc2OCc2cc(OCc3ccc(Cl)cc3)c(Cl)cc2[N+](=O)[O-])c(Cl)c1-c1cc(C(F)(F)F)ccc1Cl,1.23812,post
476,Oc1ccc(-c2cc(-c3ccccc3)c(-c3ccc(Cl)cc3)c(-c3ccc(Cl)cc3)c2-c2cc(Cl)cc(Cl)c2)cc1-c1ccc(C(F)(F)F)cc1,1.50266,post
477,Cc1ccc(-c2cc(-c3ccc(Cl)cc3)cc(-c3ccc(Cl)cc3)c2-c2ccc(CC(C)C)cc2Cl)cc1-c1ccc(Cl)cc1,1.414212,post
478,CC(Cc1ccc(Oc2ccc(C(F)(F)F)cc2)cc1-c1ccc(Cl)cc1Cl)c1c(-c2ccccc2Cl)cccc1-c1ccc(Cl)cc1,1.44585,post
479,C#CC(CC(C)C)(CC(=O)OCc1ccc(F)cc1)c1ccc(C(F)(F)F)cc1Cl,0.65485,post
480,Oc1ccc(-c2cc(-c3ccc(Cl)cc3)c(-c3ccc(Cl)cc3)c(-c3ccccc3)c2-c2cc(Cl)cc(Cl)c2)c(-c2ccc(Cl)cc2Cl)c1-c1cc(-c2ccc(Cl)cc2)c(-c2ccc(Cl)cc2)cc1-c1ccc(Cl)cc1,2.39428,post
481,Oc1ccc(-c2cc(-c3ccc(Br)cc3)c(-c3ccccc3)cc2-c2ccc(Cl)cc2)cc1-c1ccc(Cl)cc1,1.17965,post
482,COC(CNCc1cc(-c2ccc(Br)cc2)c(OC)cc1-c1c(C(F)(F)F)cc(Cl)cc1COc1ccccc1OC(F)(F)F)c1cc(Cl)cc(Cl)c1,1.27256,post
