"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type"
"CHEMBL446960";"";"None";"250.34";"0";"3.50";"35";"c1ccc(CCNCc2cc3ccccc3[nH]2)cc1";"Ki";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL988018";"Inhibition of bovine brain mitochondrial MAO-B by fluorometric assay";"B";"BAO_0000019";"assay format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1142552";"1";"Scientific Literature";"Bioorg Med Chem";"2008";"None";"";""
"CHEMBL120829";"";"None";"220.27";"0";"1.01";"5";"COc1ccc(N2CC(CN)CC2=O)cc1";"Ki";"'='";"6700000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL715303";"Kinetic constant for inactivation of MAO B from replot of half-lives of inactivation";"B";"BAO_0000357";"single protein format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1126900";"1";"Scientific Literature";"J Med Chem";"1993";"None";"";""
"CHEMBL24172";"";"None";"173.26";"0";"2.41";"1";"CN1CC=C(c2ccccc2)CC1";"k cat";"'='";"271.0";"min-1";"";"";"";"";"";"";"";"";"0";"CHEMBL728379";"Kcat against bovine liver Monoamine oxidase B";"B";"BAO_0000019";"assay format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1132216";"1";"Scientific Literature";"J Med Chem";"1999";"None";"";""
"CHEMBL296172";"";"None";"213.28";"0";"2.21";"28";"CN1CC=C(n2ncc3ccccc32)CC1";"k cat";"'='";"120.0";"min-1";"";"";"";"";"";"";"";"";"0";"CHEMBL728379";"Kcat against bovine liver Monoamine oxidase B";"B";"BAO_0000019";"assay format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1132216";"1";"Scientific Literature";"J Med Chem";"1999";"None";"";""
"CHEMBL139493";"";"None";"145.20";"0";"0.85";"4";"CCCCCNCC(=O)O";"Ki";"";"";"nM";"";"";"Not Active";"UO_0000065";"";"";"";"";"0";"CHEMBL715304";"Kinetic constant (KI) was calculated by inhibition of monoamino oxidase B (MAO B); Inactive";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1126593";"1";"Scientific Literature";"J Med Chem";"1993";"None";"";""
"CHEMBL56823";"";"None";"189.26";"0";"2.28";"33";"CN1CC=C(Oc2ccccc2)CC1";"Ratio";"'='";"4151.0";"";"";"";"";"";"";"";"";"";"0";"CHEMBL732525";"Ratio of Kcat and KM against monoamine oxidase B (MAO-B) from beef liver was calculated";"B";"BAO_0000019";"assay format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1129640";"1";"Scientific Literature";"J Med Chem";"1996";"None";"";""
"CHEMBL98493";"";"None";"179.31";"0";"2.83";"40";"CN1CC=C(C2CCCCC2)CC1";"Ratio";"'='";"688.0";"";"";"";"";"";"";"";"";"";"0";"CHEMBL732525";"Ratio of Kcat and KM against monoamine oxidase B (MAO-B) from beef liver was calculated";"B";"BAO_0000019";"assay format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1129640";"1";"Scientific Literature";"J Med Chem";"1996";"None";"";""
"CHEMBL171239";"";"None";"218.23";"0";"2.08";"12";"O=C(NCc1ccccc1F)c1ccc[nH]1";"Ki";"'='";"810000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL730890";"Inhibitory activity against monoamine oxidase B in isolated bovine brain mitochondria";"B";"BAO_0000252";"mitochondrion format";"Bos taurus";"CHEMBL3638188";"Brain";"None";"Mitochondria";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1144918";"1";"Scientific Literature";"J Med Chem";"2003";"None";"";""
"CHEMBL332910";"";"None";"227.35";"0";"3.72";"19";"C1=C(c2ccccc2)CCN(C2CCCC2)C1";"Kinact";"'='";"0.045";"min-1";"";"";"";"";"";"";"";"";"0";"CHEMBL734185";"Monoamine oxidase B Inactivation property expressed as inactivation constant (K inact).";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1125347";"1";"Scientific Literature";"J Med Chem";"1992";"None";"";""
"CHEMBL23487";"";"None";"251.37";"0";"4.03";"8c";"CN1CC=C(CCc2ccc3ccccc3c2)CC1";"Ratio";"'='";"2225.0";"";"";"";"";"";"";"";"";"";"0";"CHEMBL850385";"Ratio between TN and Km against MAO A";"B";"BAO_0000357";"single protein format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1127042";"1";"Scientific Literature";"J Med Chem";"1993";"None";"";""
"CHEMBL23487";"";"None";"251.37";"0";"4.03";"8c";"CN1CC=C(CCc2ccc3ccccc3c2)CC1";"Ratio";"'='";"76.0";"";"";"";"";"";"";"";"";"";"0";"CHEMBL850386";"Ratio of turnover number(TN)and Km for MAO B";"B";"BAO_0000357";"single protein format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1127042";"1";"Scientific Literature";"J Med Chem";"1993";"None";"";""
"CHEMBL1201201";"METHAMPHETAMINE";"4.0";"149.24";"0";"1.84";"16(S)";"CN[C@@H](C)Cc1ccccc1";"Ki";"'='";"550000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL729340";"Inhibitory activity against Monoamine Oxidase B of Bovine liver in competitive inhibition assay at 25 degree C (pH=7.4)";"B";"BAO_0000019";"assay format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1124175";"1";"Scientific Literature";"J Med Chem";"1988";"None";"";""
"CHEMBL972";"SELEGILINE";"4.0";"187.29";"0";"2.18";"SEL";"C#CCN(C)[C@H](C)Cc1ccccc1";"IC50";"'='";"1000.0";"nM";"6.00";"";"";"UO_0000065";"32.04";"0.59";"3.82";"185.19";"0";"CHEMBL1035637";"Inhibition of bovine mitochondrial MAOB";"B";"BAO_0000357";"single protein format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1140980";"1";"Scientific Literature";"Eur J Med Chem";"2008";"None";"";""
"CHEMBL214920";"TIOCARLIDE";"-1.0";"400.59";"1";"6.35";"Tiocarlide";"CC(C)CCOc1ccc(NC(=S)Nc2ccc(OCCC(C)C)cc2)cc1";"Activity";"";"";"";"";"";"Not Active";"";"";"";"";"";"0";"CHEMBL965583";"Inhibition of bovine liver MAOB";"B";"BAO_0000019";"assay format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1152129";"1";"Scientific Literature";"J Med Chem";"2008";"None";"";""
"CHEMBL139492";"";"None";"140.23";"0";"1.68";"5";"CCCCCNCCC#N";"Ki";"'='";"4940000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL715305";"Kinetic constant was calculated by inhibition of monoamino oxidase B (MAO B)";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1126593";"1";"Scientific Literature";"J Med Chem";"1993";"None";"";""
"CHEMBL503807";"";"None";"292.38";"0";"3.49";"20";"CN(CCc1ccccc1)C(=O)c1cc2ccccc2n1C";"Ki";"'='";"37.0";"nM";"7.43";"";"";"UO_0000065";"25.42";"0.46";"3.94";"29.44";"0";"CHEMBL988018";"Inhibition of bovine brain mitochondrial MAO-B by fluorometric assay";"B";"BAO_0000019";"assay format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1142552";"1";"Scientific Literature";"Bioorg Med Chem";"2008";"None";"";""
"CHEMBL447043";"";"None";"222.29";"0";"3.78";"28";"c1ccc(NCc2cc3ccccc3[nH]2)cc1";"Ki";"'='";"320.0";"nM";"6.50";"";"";"UO_0000065";"29.22";"0.52";"2.71";"23.35";"0";"CHEMBL988018";"Inhibition of bovine brain mitochondrial MAO-B by fluorometric assay";"B";"BAO_0000019";"assay format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1142552";"1";"Scientific Literature";"Bioorg Med Chem";"2008";"None";"";""
"CHEMBL23818";"";"None";"179.29";"0";"2.47";"39";"CN1CC=C(c2cccs2)CC1";"Ratio";"'='";"55.0";"";"";"";"";"";"";"";"";"";"0";"CHEMBL732525";"Ratio of Kcat and KM against monoamine oxidase B (MAO-B) from beef liver was calculated";"B";"BAO_0000019";"assay format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1129640";"1";"Scientific Literature";"J Med Chem";"1996";"None";"";""
"CHEMBL331461";"";"None";"248.73";"0";"3.25";"51";"Clc1ccc(OC2=CC=[N+](C3CC3)CC2)cc1";"Ratio";"'='";"136.0";"";"";"";"";"";"";"";"";"";"0";"CHEMBL732525";"Ratio of Kcat and KM against monoamine oxidase B (MAO-B) from beef liver was calculated";"B";"BAO_0000019";"assay format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1129640";"1";"Scientific Literature";"J Med Chem";"1996";"None";"";""
"CHEMBL2114432";"";"None";"227.35";"0";"3.73";"6 (SS)";"CC=C=CCN(C)[C@H]1CCCc2ccccc21";"k2";"'='";"0.0006";"min-1";"";"";"";"";"";"";"";"";"0";"CHEMBL729341";"Kinetic parameter for the time dependent inhibition of Bovine liver Monoamine Oxidase B at 25 degrees C (pH= 7.4).";"B";"BAO_0000019";"assay format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1124175";"1";"Scientific Literature";"J Med Chem";"1988";"None";"";""
"CHEMBL122099";"";"None";"201.29";"0";"2.06";"53";"Cn1cccc1C1=CC=[N+](C2CC2)CC1";"Ratio";"'='";"413.0";"";"";"";"";"";"";"";"";"";"0";"CHEMBL732525";"Ratio of Kcat and KM against monoamine oxidase B (MAO-B) from beef liver was calculated";"B";"BAO_0000019";"assay format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1129640";"1";"Scientific Literature";"J Med Chem";"1996";"None";"";""
"CHEMBL172812";"";"None";"218.23";"0";"2.08";"15";"O=C(NCc1cccc(F)c1)c1ccc[nH]1";"Ki";"'='";"200000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL730890";"Inhibitory activity against monoamine oxidase B in isolated bovine brain mitochondria";"B";"BAO_0000252";"mitochondrion format";"Bos taurus";"CHEMBL3638188";"Brain";"None";"Mitochondria";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1144918";"1";"Scientific Literature";"J Med Chem";"2003";"None";"";""
"CHEMBL173596";"";"None";"232.26";"0";"2.09";"19";"Cn1cccc1C(=O)NCc1ccc(F)cc1";"Ki";"'='";"5000.0";"nM";"5.30";"";"";"UO_0000065";"22.82";"0.43";"3.21";"15.58";"0";"CHEMBL730890";"Inhibitory activity against monoamine oxidase B in isolated bovine brain mitochondria";"B";"BAO_0000252";"mitochondrion format";"Bos taurus";"CHEMBL3638188";"Brain";"None";"Mitochondria";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1144918";"1";"Scientific Literature";"J Med Chem";"2003";"None";"";""
"CHEMBL276317";"";"None";"133.19";"0";"0.31";"1a";"NCC12C3C4C5C3C1C5C42";"kinact";"'='";"0.033";"min-1";"";"";"";"";"";"";"";"";"0";"CHEMBL734180";"Inactivation constant was determined against mitochondrial Monoamine oxidase B";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1129988";"1";"Scientific Literature";"J Med Chem";"1997";"None";"";""
"CHEMBL174040";"";"None";"200.24";"0";"1.94";"8";"O=C(NCc1ccccc1)c1ccc[nH]1";"Ki";"'='";"150000.0";"nM";"3.82";"Outside typical range";"";"UO_0000065";"";"";"";"";"1";"CHEMBL730890";"Inhibitory activity against monoamine oxidase B in isolated bovine brain mitochondria";"B";"BAO_0000252";"mitochondrion format";"Bos taurus";"CHEMBL3638188";"Brain";"None";"Mitochondria";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1144918";"1";"Scientific Literature";"J Med Chem";"2003";"None";"";""
"CHEMBL3585821";"";"None";"296.33";"0";"1.24";"14";"NNC(=O)CN1C(=O)c2ccccc2NC1c1ccccc1";"IC50";"'='";"310000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3586840";"Inhibition of bovine brain mitochondria MAO-B using benzylamine substrate after 60 mins by fluorimetric method";"B";"BAO_0000252";"mitochondrion format";"Bos taurus";"None";"None";"None";"Mitochondria";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL3585336";"1";"Scientific Literature";"Bioorg Med Chem";"2015";"None";"";""
"CHEMBL303817";"";"None";"302.33";"0";"2.89";"3";"CN1CC=C(c2c[nH]c3ccccc23)CC1.O=C(O)C(=O)O";"Km";"'='";"0.9";"";"";"";"";"";"";"";"";"";"0";"CHEMBL733306";"Tested for Km, the substrate concentration with gives half maximum velocity of the monoamine oxidase B catalyzed oxidation.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1130072";"1";"Scientific Literature";"J Med Chem";"1997";"None";"";""
"CHEMBL86304";"MOCLOBEMIDE";"4.0";"268.74";"0";"1.40";"MCL";"O=C(NCCN1CCOCC1)c1ccc(Cl)cc1";"Ki";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"1";"CHEMBL919868";"Inhibition of bovine brain mitochondria MAOB by fluorometric assay";"B";"BAO_0000252";"mitochondrion format";"Bos taurus";"None";"None";"None";"Mitochondria";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1142236";"1";"Scientific Literature";"J Med Chem";"2007";"None";"";""
"CHEMBL220264";"";"None";"220.32";"0";"2.71";"28";"C[C@H](NC(=O)c1ccc[nH]1)C1CCCCC1";"Ki";"'='";"3600.0";"nM";"5.44";"";"";"UO_0000065";"24.71";"0.46";"2.73";"12.13";"0";"CHEMBL919868";"Inhibition of bovine brain mitochondria MAOB by fluorometric assay";"B";"BAO_0000252";"mitochondrion format";"Bos taurus";"None";"None";"None";"Mitochondria";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1142236";"1";"Scientific Literature";"J Med Chem";"2007";"None";"";""
"CHEMBL505492";"";"None";"326.37";"0";"3.92";"3w";"CCC(=O)N1N=C(c2ccc(OC)cc2)CC1c1ccc(F)cc1";"IC50";"'='";"100000.0";"nM";"4.00";"";"";"UO_0000065";"12.26";"0.23";"0.08";"9.55";"0";"CHEMBL1035637";"Inhibition of bovine mitochondrial MAOB";"B";"BAO_0000357";"single protein format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1140980";"1";"Scientific Literature";"Eur J Med Chem";"2008";"None";"";""
"CHEMBL489086";"";"None";"322.41";"0";"4.09";"3x";"CCC(=O)N1N=C(c2ccc(OC)cc2)CC1c1ccc(C)cc1";"IC50";"'='";"10000.0";"nM";"5.00";"";"";"UO_0000065";"15.51";"0.28";"0.91";"11.93";"0";"CHEMBL1035637";"Inhibition of bovine mitochondrial MAOB";"B";"BAO_0000357";"single protein format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1140980";"1";"Scientific Literature";"Eur J Med Chem";"2008";"None";"";""
"CHEMBL139416";"";"None";"205.33";"0";"3.00";"15";"CN1CC=C(Sc2ccccc2)CC1";"Km";"'='";"80000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL734195";"Tested against Monoamine oxidase B enzyme from bovine liver mitochondria";"B";"BAO_0000252";"mitochondrion format";"None";"None";"None";"None";"Mitochondria";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1126092";"1";"Scientific Literature";"J Med Chem";"1992";"None";"";""
"CHEMBL1203210";"";"None";"284.79";"0";"1.61";"18";"COc1ccc(N2CC(CN(C)C)CC2=O)cc1.Cl";"Ki";"'='";"300000000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL715303";"Kinetic constant for inactivation of MAO B from replot of half-lives of inactivation";"B";"BAO_0000357";"single protein format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1126900";"1";"Scientific Literature";"J Med Chem";"1993";"None";"";""
"CHEMBL2092822";"";"None";"201.31";"0";"3.11";"5 (RR)";"CC=C=CCNC[C@H](C)c1ccccc1";"Ki";"'='";"1300000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL729339";"In vitro inhibition of bovine monoamine oxidase B.";"B";"BAO_0000357";"single protein format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1124175";"1";"Scientific Literature";"J Med Chem";"1988";"None";"";""
"CHEMBL221483";"";"None";"348.26";"1";"5.56";"10";"Clc1ccc(/C=N/Nc2nc(-c3ccccc3)cs2)c(Cl)c1";"Ki";"'='";"131.83";"nM";"6.88";"";"";"UO_0000065";"19.76";"0.43";"1.32";"18.45";"0";"CHEMBL908499";"Inhibition of bovine brain mitochondria MAOB";"B";"BAO_0000252";"mitochondrion format";"Bos taurus";"None";"None";"None";"Mitochondria";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1141379";"1";"Scientific Literature";"J Med Chem";"2007";"None";"";""
"CHEMBL412711";"";"None";"279.37";"0";"4.26";"6";"C(=N/Nc1nc(-c2ccccc2)cs1)\c1ccccc1";"Ki";"'='";"91.2";"nM";"7.04";"";"";"UO_0000065";"25.20";"0.48";"2.78";"18.88";"0";"CHEMBL908499";"Inhibition of bovine brain mitochondria MAOB";"B";"BAO_0000252";"mitochondrion format";"Bos taurus";"None";"None";"None";"Mitochondria";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1141379";"1";"Scientific Literature";"J Med Chem";"2007";"None";"";""
"CHEMBL374237";"";"None";"285.42";"0";"4.79";"4";"CC1CCC(=NNc2nc(-c3ccccc3)cs2)CC1";"Ki";"'='";"3019.95";"nM";"5.52";"";"";"UO_0000065";"19.34";"0.38";"0.73";"14.81";"0";"CHEMBL908499";"Inhibition of bovine brain mitochondria MAOB";"B";"BAO_0000252";"mitochondrion format";"Bos taurus";"None";"None";"None";"Mitochondria";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1141379";"1";"Scientific Literature";"J Med Chem";"2007";"None";"";""
"CHEMBL123420";"";"None";"212.32";"0";"2.80";"48";"C1=C(Cc2ccccc2)CC[N+](C2CC2)=C1";"Ratio";"'='";"1538.0";"";"";"";"";"";"";"";"";"";"0";"CHEMBL732525";"Ratio of Kcat and KM against monoamine oxidase B (MAO-B) from beef liver was calculated";"B";"BAO_0000019";"assay format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1129640";"1";"Scientific Literature";"J Med Chem";"1996";"None";"";""
"CHEMBL56823";"";"None";"189.26";"0";"2.28";"7";"CN1CC=C(Oc2ccccc2)CC1";"Ratio";"'='";"688.0";"";"";"";"";"";"";"";"";"";"0";"CHEMBL732517";"Selectivity ratio for Vmax and KM values against MAO-B enzyme from bovine liver mitochondria";"B";"BAO_0000252";"mitochondrion format";"None";"None";"None";"None";"Mitochondria";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1126092";"1";"Scientific Literature";"J Med Chem";"1992";"None";"";""
"CHEMBL289966";"";"None";"147.22";"0";"2.02";"17(S)";"N[C@@H]1CCCc2ccccc21";"Ki";"'='";"110000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL729340";"Inhibitory activity against Monoamine Oxidase B of Bovine liver in competitive inhibition assay at 25 degree C (pH=7.4)";"B";"BAO_0000019";"assay format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1124175";"1";"Scientific Literature";"J Med Chem";"1988";"None";"";""
"CHEMBL40323";"";"None";"161.25";"0";"2.28";"18(R)";"CN[C@H]1CCCc2ccccc21";"Ki";"'='";"1400.0";"nM";"5.85";"";"";"UO_0000065";"36.30";"0.67";"3.57";"48.66";"0";"CHEMBL729340";"Inhibitory activity against Monoamine Oxidase B of Bovine liver in competitive inhibition assay at 25 degree C (pH=7.4)";"B";"BAO_0000019";"assay format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1124175";"1";"Scientific Literature";"J Med Chem";"1988";"None";"";""
"CHEMBL508175";"";"None";"306.41";"0";"4.39";"3s";"CCC(=O)N1N=C(c2ccc(C)cc2)CC1c1ccc(C)cc1";"IC50";"'='";"100000.0";"nM";"4.00";"";"";"UO_0000065";"13.05";"0.24";"-0.39";"12.24";"0";"CHEMBL1035637";"Inhibition of bovine mitochondrial MAOB";"B";"BAO_0000357";"single protein format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1140980";"1";"Scientific Literature";"Eur J Med Chem";"2008";"None";"";""
"CHEMBL18101";"(R/R)BEFLOXATONE";"None";"349.31";"0";"2.35";"(R/R)befloxatone";"COC[C@@H]1CN(c2ccc(OCC[C@H](O)C(F)(F)F)cc2)C(=O)O1";"Ki";"'='";"220.0";"nM";"6.66";"";"";"UO_0000065";"19.06";"0.38";"4.31";"9.76";"0";"CHEMBL728381";"Inhibition of bovine brain mitochondrial Monoamine oxidase B (MAO-B) compared to toloxatone";"B";"BAO_0000019";"assay format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1135879";"1";"Scientific Literature";"J Med Chem";"2002";"None";"";""
"CHEMBL280685";"METUREDEPA";"-1.0";"275.29";"0";"2.03";"Meturedepa";"CCOC(=O)NP(=O)(N1CC1(C)C)N1CC1(C)C";"Activity";"";"";"";"";"";"Not Active";"";"";"";"";"";"0";"CHEMBL965584";"Inhibition of bovine brain MAOB";"B";"BAO_0000019";"assay format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1152129";"1";"Scientific Literature";"J Med Chem";"2008";"None";"";""
"CHEMBL302795";"TENOXICAM";"4.0";"337.38";"0";"1.64";"Tenoxicam";"CN1C(C(=O)Nc2ccccn2)=C(O)c2sccc2S1(=O)=O";"Activity";"";"";"";"";"";"Not Active";"";"";"";"";"";"0";"CHEMBL965583";"Inhibition of bovine liver MAOB";"B";"BAO_0000019";"assay format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1152129";"1";"Scientific Literature";"J Med Chem";"2008";"None";"";""
"CHEMBL99321";"";"None";"187.29";"0";"2.71";"3";"Cc1ccc(C2=CCN(C)CC2)cc1";"k cat";"'='";"169.0";"min-1";"";"";"";"";"";"";"";"";"0";"CHEMBL734196";"Catalytic constant was measured against monoamine oxidase B (MAO-B) from beef liver";"B";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1129640";"1";"Scientific Literature";"J Med Chem";"1996";"None";"";""
"CHEMBL2448178";"";"None";"201.31";"0";"2.89";"4 (S)";"CC=C=CCN(C)CCc1ccccc1";"Ki";"'='";"650000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL729339";"In vitro inhibition of bovine monoamine oxidase B.";"B";"BAO_0000357";"single protein format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL2756";"Monoamine oxidase B";"Bos taurus";"SINGLE PROTEIN";"CHEMBL1124175";"1";"Scientific Literature";"J Med Chem";"1988";"None";"";""
